review_id,order_id,product_id,user_id,rating_x,review_text,review_date,name,email,gender,city,signup_date,product_name,category,brand,price,rating_y
R00018775,O00008673,P000562,U006075,4.0,"Excellent product, will buy again.",2024-11-02 11:25:24.602723,Daniel Alexander,donald17@example.org,Other,Ruizshire,2024-04-25,Willow Exist,Clothing,Willow,23.79,3.15
R00015254,O00007028,P000659,U001900,5.0,Fast shipping and good packaging.,2025-10-19 22:21:50.092063,Emily Sweeney,michaellopez@example.net,Other,New Thomastown,2024-04-14,Harbor Strong,Automotive,Harbor,501.37,3.5
R00022904,O00010570,P001500,U008296,5.0,Color was different from images.,2024-03-24 19:58:00.621284,Misty Campbell,christina71@example.org,Female,Schultztown,2025-10-30,Nimbus Agree,Automotive,Nimbus,746.51,4.75
R00041703,O00019133,P001918,U007312,5.0,"Excellent product, will buy again.",2024-01-19 22:01:06.197248,William Wells,kellyjohnson@example.net,Male,Angelabury,2024-08-06,Harbor Close,Sports,Harbor,103.58,3.93
R00039497,O00018107,P001544,U001842,3.0,Highly recommend this brand.,2025-08-25 23:46:47.210623,Robert Hamilton,teresa44@example.net,Other,West Jenna,2025-09-23,Harbor Will,Pet Supplies,Harbor,2.75,2.62
R00029099,O00013390,P000364,U005969,3.0,Value for money.,2025-04-23 00:45:46.543999,Carla Stewart,amurray@example.com,Female,Kellerfort,2025-02-27,Pulse Mr,Beauty,Pulse,41.57,3.61
R00043437,O00019966,P001499,U005308,2.0,Item arrived damaged.,2025-08-09 20:40:17.891849,Joshua Warren,johnsonadam@example.net,Male,,2024-07-13,Orion Follow,Automotive,Orion,598.63,2.85
R00006923,O00003132,P001849,U009809,4.0,"Not as expected, quality is poor.",2024-05-26 07:20:51.808301,Jasmin Bell,rubenramirez@example.net,Male,Leehaven,2025-10-17,GreenLeaf List,Beauty,GreenLeaf,59.13,4.5
R00013674,O00006295,P001607,U008678,2.0,Fast shipping and good packaging.,2024-10-08 15:27:09.018081,Ryan Rios,margaret38@example.com,Male,Fritzfurt,2024-07-16,Solace Institution,Beauty,Solace,65.0,2.94
R00000594,O00000266,P000573,U008502,2.0,"Excellent product, will buy again.",2024-03-30 11:17:53.300531,Andrew Todd,joseph40@example.com,Other,North Matthewborough,2024-03-16,Harbor Those,Home & Kitchen,Harbor,72.45,2.69
R00034064,O00015638,P000064,U002981,2.0,Color was different from images.,2025-06-21 20:21:59.986252,Michele Stevens,charlesbennett@example.net,Male,North Preston,2024-09-01,NeoTech Commercial,Sports,NeoTech,151.03,3.98
R00028699,O00013205,P000418,U000127,1.0,Value for money.,2025-02-22 06:57:35.048593,Valerie Morris,edward17@example.com,Male,Laurashire,2025-03-15,GreenLeaf Later,Electronics,GreenLeaf,1413.41,3.87
R00042051,O00019300,P000962,U005441,5.0,Decent product for the price.,2025-08-09 20:57:14.558788,Desiree Hicks,richard53@example.net,Other,Stephaniemouth,2024-11-14,Everest May,Clothing,Everest,274.66,4.23
R00004725,O00002149,P000662,U009096,5.0,Highly recommend this brand.,2025-03-21 03:45:09.907638,Joseph Meyer,turnerashley@example.com,Other,South Nicholas,2024-02-29,Pulse For,Pet Supplies,Pulse,71.4,2.88
R00016439,O00007590,P000581,U001187,5.0,Fast shipping and good packaging.,2025-10-10 02:37:29.679410,Eric Moore,kfloyd@example.net,Female,West Sue,2025-01-25,Nimbus You,Sports,Nimbus,307.54,3.12
R00037769,O00017326,P000520,U007324,3.0,Item arrived damaged.,2024-11-19 03:25:39.673086,Diana Hoover,timothy16@example.net,Female,,2024-07-28,Acme Appear,Beauty,Acme,161.29,2.57
R00036341,O00016693,P000571,U000456,3.0,Works perfectly!,2025-02-20 23:42:30.595933,Megan Lynn,adamsphilip@example.net,Other,Whiteview,2024-08-13,Pulse Site,Books,Pulse,40.7,3.58
R00002495,O00001148,P000492,U002941,4.0,"Not as expected, quality is poor.",2024-04-16 17:50:18.715245,Leslie Farley,peter98@example.com,Other,New Walter,2025-09-15,Nimbus Who,Books,Nimbus,36.16,4.07
R00018555,O00008568,P000118,U005616,5.0,Value for money.,2024-01-05 11:07:53.050785,Timothy Grant,paula52@example.net,Male,North Kylechester,2024-03-07,NeoTech Professor,Groceries,NeoTech,13.13,2.81
R00029391,O00013509,P001008,U000473,2.0,Fast shipping and good packaging.,2024-04-22 00:37:59.876442,Scott Gomez,andrea55@example.com,Male,Mckenziemouth,2025-11-13,GreenLeaf Meet,Home & Kitchen,GreenLeaf,438.35,2.53
R00027055,O00012442,P000924,U007321,4.0,Value for money.,2025-10-29 23:14:44.181517,Jose Becker,matthewrobinson@example.com,Male,Mcfarlandhaven,2024-10-09,Everest Table,Sports,Everest,122.6,4.79
R00031491,O00014460,P000315,U005530,4.0,Value for money.,2024-10-15 14:07:31.540658,Alan Miller,nicolehunter@example.net,Female,West Katherineburgh,2024-11-08,Acme Room,Electronics,Acme,1620.72,4.3
R00040342,O00018494,P001872,U000228,3.0,Fast shipping and good packaging.,2025-03-08 07:10:17.558126,Christopher Montgomery,jennifermiller@example.org,Other,Dawsonberg,2025-03-27,,Electronics,Everest,1217.83,3.3
R00023582,O00010877,P001585,U009657,2.0,Highly recommend this brand.,2024-08-20 19:43:32.762560,Craig Cunningham,bwhite@example.net,Female,,2025-03-19,Everest Several,Home & Kitchen,Everest,45.55,3.37
R00013157,O00006046,P001684,U009414,5.0,Item arrived damaged.,2025-10-25 14:46:31.991291,Steve Bruce,charlesmartinez@example.com,Other,Olsonside,2025-08-22,Acme Anyone,Automotive,Acme,728.97,4.12
R00010838,O00004990,P000849,U006206,4.0,"Excellent product, will buy again.",2025-10-24 13:30:51.989252,Melissa Jackson,walterjones@example.org,Other,South Ashley,2025-06-18,Zenith Road,Automotive,Zenith,157.67,3.82
R00042231,O00019390,P000607,U009089,3.0,Color was different from images.,2025-07-04 02:15:56.064402,Dawn Mendoza,jasoncarter@example.net,Other,North Aaronview,2024-06-05,Everest Short,Groceries,Everest,9.32,4.06
R00042907,O00019724,P000971,U005966,2.0,Customer service was helpful.,2024-10-14 16:42:17.284900,Kathleen Fisher,brandon04@example.net,Female,,2025-06-30,Willow Tree,Groceries,Willow,21.25,3.9
R00013822,O00006364,P001773,U003564,4.0,Highly recommend this brand.,2024-09-15 04:03:11.221228,David Jennings,cruzjoseph@example.com,Male,Meganfort,2025-02-05,Orion Event,Groceries,Orion,12.34,3.21
R00029748,O00013671,P000859,U000330,4.0,Works perfectly!,2024-01-01 17:30:48.637539,John Burns,ethompson@example.net,Other,Maxview,2025-04-10,Pulse Decide,Electronics,Pulse,422.22,3.51
R00020584,O00009514,P001235,U007494,4.0,Item arrived damaged.,2025-07-10 22:00:13.159971,James Luna,wrightemily@example.com,Female,Robertmouth,2025-04-14,Everest Manage,Groceries,Everest,11.4,4.28
R00028039,O00012895,P000758,U000591,4.0,"Not as expected, quality is poor.",2025-05-18 11:28:26.371060,Michelle Robinson,rhood@example.org,Female,Fitzgeraldbury,2024-12-22,NeoTech Guess,Automotive,NeoTech,236.7,4.54
R00018026,O00008335,P000151,U000914,3.0,Value for money.,2024-08-13 20:54:29.777842,Lori Cruz,xrose@example.net,Male,Lake Christopher,2024-12-30,Solace Be,Groceries,Solace,23.37,
R00041300,O00018947,P001216,U000178,5.0,Color was different from images.,2024-10-15 17:31:30.443556,Jeanne Evans,richardsonemily@example.com,Male,Lauratown,2024-12-30,Solace Well,Groceries,Solace,7.42,3.43
R00030178,O00013865,P001971,U004338,2.0,"Not as expected, quality is poor.",2025-03-19 10:33:37.207243,Kelsey Shaw,kevin30@example.com,Other,Erinmouth,2024-03-14,Everest Source,Groceries,Everest,22.59,4.03
R00028189,O00012967,P000960,U008517,5.0,Value for money.,2025-05-23 07:52:16.315889,Amanda Duncan,coxamber@example.net,Other,Lake Melissa,2024-03-18,Acme South,Groceries,Acme,9.31,2.5
R00038077,O00017461,P001639,U006363,3.0,Works perfectly!,2024-03-24 15:09:54.728595,Ann Aguilar,,Female,North Kyleshire,2025-03-17,Everest Single,Clothing,Everest,253.6,3.94
R00012686,O00005825,P000980,U002197,4.0,"Excellent product, will buy again.",2024-07-16 01:46:54.547876,Katrina Stevens,ashley95@example.org,Male,New Debraburgh,,Acme Behavior,Books,Acme,53.19,3.06
R00025575,O00011795,P000596,U005177,4.0,Decent product for the price.,2025-10-11 18:03:53.621938,Elizabeth Martin,tracysmith@example.net,Male,Jimenezstad,2025-05-04,Everest Example,Beauty,Everest,29.5,3.2
R00011620,O00005350,P001732,U001796,4.0,Customer service was helpful.,2025-04-16 10:26:02.186698,Michael Allen,anne46@example.com,Other,Riversland,2025-10-09,Pulse Baby,Electronics,Pulse,417.15,2.63
R00027033,O00012432,P001807,U003230,4.0,Value for money.,2025-08-30 03:14:13.028813,Aaron Ford,bartonteresa@example.org,Male,Port Patrickborough,2024-10-18,Nimbus Maintain,Electronics,Nimbus,557.39,3.67
R00012489,O00005735,P000353,U008236,3.0,Value for money.,2025-03-29 08:51:03.346183,Patricia Thompson,jamesponce@example.org,Male,Smithchester,2024-11-02,Zenith Thought,Toys,Zenith,83.19,4.47
R00014960,O00006889,P001480,U006469,3.0,Customer service was helpful.,2025-05-28 08:23:33.206782,Audrey Ware,gibsonedward@example.net,Female,South Robertstad,2024-03-12,GreenLeaf Deal,Pet Supplies,GreenLeaf,20.68,4.81
R00043064,O00019799,P001019,U000923,2.0,Decent product for the price.,2025-08-07 10:27:35.296190,Dawn Wilcox,brianwatson@example.com,Female,West Daniel,2024-08-02,GreenLeaf Whatever,Toys,GreenLeaf,81.68,3.61
R00032536,O00014938,P000115,U006166,2.0,Fast shipping and good packaging.,2024-10-27 23:32:37.599412,Scott Brown,xturner@example.com,Male,Port Timothyshire,2024-05-07,Astra President,Books,Astra,28.99,4.24
R00027532,O00012658,P001576,U004996,4.0,"Excellent product, will buy again.",2024-07-07 13:49:43.524722,Amy Wade,doris13@example.net,Female,,2024-08-24,Nimbus Treat,Sports,Nimbus,51.04,4.64
R00001249,O00000557,P001141,U000104,2.0,Customer service was helpful.,2025-07-29 22:08:26.605553,Joshua Donaldson,ndavis@example.net,Male,North Kristinbury,2024-02-11,Zenith Begin,Electronics,Zenith,363.12,2.72
R00025446,O00011746,P000596,U007416,4.0,Value for money.,2025-07-15 13:19:05.807747,Jose Alexander,johncampbell@example.net,Female,Longchester,2024-02-17,Everest Example,Beauty,Everest,29.5,3.2
R00022090,O00010200,P001750,U005255,5.0,Decent product for the price.,2025-08-22 03:56:16.886502,Kari Reese,baileyrobert@example.org,Other,Lake Jamesborough,2025-06-26,Solace Possible,Books,Solace,61.35,2.87
R00030053,O00013811,P001438,U003974,2.0,Works perfectly!,2024-09-29 08:28:44.175088,Max Garcia,baileychloe@example.net,Other,South Colleenberg,2025-02-19,Zenith Word,Home & Kitchen,Zenith,417.75,2.59
R00009958,O00004567,P000190,U001096,3.0,"Excellent product, will buy again.",2024-03-17 15:01:05.071553,Hannah George,adamsjason@example.net,Other,Gardnermouth,2024-01-25,Solace With,Pet Supplies,Solace,34.94,3.25
R00033594,O00015434,P000149,U005499,5.0,"Excellent product, will buy again.",2025-09-07 07:18:13.626928,Michael Dorsey,jonescarl@example.net,Male,West Sandrashire,2024-05-27,Nimbus Where,Automotive,Nimbus,323.14,4.5
R00027812,O00012793,P001207,U007259,5.0,Color was different from images.,2025-04-12 15:10:31.382385,Stephen Boone,sramos@example.org,,Port Brandonmouth,,Zenith War,Beauty,Zenith,28.52,3.88
R00009636,O00004438,P000896,U005320,,Customer service was helpful.,2024-11-03 05:39:27.408270,Christopher Morgan,nancy84@example.com,Male,Christopherfurt,2024-08-03,NeoTech Later,Toys,NeoTech,78.36,3.0
R00006978,O00003156,P001288,U001131,5.0,Customer service was helpful.,2024-05-03 11:08:16.278022,Mason Choi,parkerkatie@example.com,Female,Fostermouth,2024-03-29,Pulse Politics,Books,Pulse,40.6,
R00002103,O00000970,P001204,U006940,2.0,Decent product for the price.,2024-07-29 22:54:38.917643,Holly White,tamarageorge@example.org,Other,Cannonland,2024-06-28,NeoTech Plant,Automotive,NeoTech,88.34,3.55
R00002128,O00000983,P001137,U001137,3.0,"Not as expected, quality is poor.",2025-10-09 21:30:43.064426,Kevin Davis,bvaldez@example.org,Female,Larryfort,2024-01-31,NeoTech More,Home & Kitchen,NeoTech,170.53,4.82
R00018326,O00008465,P000130,U007522,5.0,Decent product for the price.,2025-04-17 08:40:00.466261,David Estrada,crystal05@example.net,,Marktown,2024-09-12,NeoTech Onto,Clothing,NeoTech,152.63,2.78
R00021364,O00009874,P001879,U006741,4.0,Customer service was helpful.,2025-01-30 10:05:16.419370,Stephen Johnson,mario02@example.com,Other,Thomasberg,2024-11-13,NeoTech These,Groceries,NeoTech,18.51,4.81
R00001329,O00000598,P000890,U008058,2.0,Value for money.,2025-08-08 00:25:30.661045,Michael Brown,terrance15@example.net,Male,Nicholasberg,2025-03-19,Zenith Factor,Beauty,Zenith,48.64,3.05
R00021119,O00009761,P000899,U000484,4.0,Fast shipping and good packaging.,2025-04-21 17:48:53.752589,Marcus Glass,rodriguezrobert@example.com,,Jamesstad,2025-06-15,Willow Including,Beauty,Willow,97.78,3.57
R00043361,O00019930,P001423,U009134,3.0,Highly recommend this brand.,2025-08-07 13:40:36.711549,Courtney Lewis,mwhite@example.org,Other,West Anthonystad,2025-07-06,Astra Avoid,Beauty,Astra,56.11,4.26
R00025637,O00011828,P000962,U008574,2.0,Item arrived damaged.,2025-11-12 12:49:44.226598,Kimberly Hoffman,raymond98@example.org,Male,Holtshire,2025-07-05,Everest May,Clothing,Everest,274.66,4.23
R00032207,O00014792,P001264,U008006,4.0,"Excellent product, will buy again.",2024-06-26 09:24:29.040371,John Kelly,lcollins@example.net,Female,Scottfort,2025-02-18,Orion Western,Home & Kitchen,Orion,97.57,2.84
R00003390,O00001536,P000864,U009169,5.0,Item arrived damaged.,2025-05-15 16:17:16.026077,Cynthia Owens,jweeks@example.net,Male,South Carolynfurt,2025-02-23,NeoTech Decide,Clothing,NeoTech,168.44,3.48
